Índice;Torrent;Titulo (Año);Titulo;Año;Calidad;Resolucion;Tipo;Idioma;Capitulo;Índice;Magnet;Infohash;ID;Score;Url
1843;Invasion [HDTV][720p][Cap.202];Invasion;Invasion;;HDTV;HD;Serie;;202;1843;magnet:?xt=urn:btih:c30004adc8577c070042917e2ab431205b11d770;c30004adc8577c070042917e2ab431205b11d770;1c2547d59f065c8b6313063e4ebe679e2a7fc3c7;7.3;https://image.tmdb.org/t/p/w185/21pYLNyVn0bFkbYyyfzLDe4KVqi.jpg
1844;Invasion [HDTV][720p][Cap.204];Invasion;Invasion;;HDTV;HD;Serie;;204;1844;magnet:?xt=urn:btih:1a402e964ba963fd500b0402068155d59b8262d5;1a402e964ba963fd500b0402068155d59b8262d5;6974767f8db4057440128bb3f9ea51f44d6752aa;7.3;https://image.tmdb.org/t/p/w185/21pYLNyVn0bFkbYyyfzLDe4KVqi.jpg
1845;Invencible [HDTV][1080p][Cap.201];Invencible;Invencible;;HDTV;FHD;Serie;;201;1845;magnet:?xt=urn:btih:0862530ae9888f5b9b867a90c0e367d1dfd945f9;0862530ae9888f5b9b867a90c0e367d1dfd945f9;76abce4ac56c24a37940c4c85ac69d641a50091b;8.7;https://image.tmdb.org/t/p/w185/uCRZrXZNzzDijApmREUTFywhUmW.jpg
1846;Invencible [HDTV][480p][Cap.201];Invencible;Invencible;;HDTV;SD;Serie;;201;1846;magnet:?xt=urn:btih:85c9132e6f20b34ef669c7d28cd10fa4bcbb1642;85c9132e6f20b34ef669c7d28cd10fa4bcbb1642;cf7cbed5df4f4ceb749b1c6a8cdc567027670c65;8.7;https://image.tmdb.org/t/p/w185/uCRZrXZNzzDijApmREUTFywhUmW.jpg
1847;Invencible [HDTV][720p][Cap.201];Invencible;Invencible;;HDTV;HD;Serie;;201;1847;magnet:?xt=urn:btih:be79b93bb9341753df6a009dfe033f8cf1aded5f;be79b93bb9341753df6a009dfe033f8cf1aded5f;0;8.7;https://image.tmdb.org/t/p/w185/uCRZrXZNzzDijApmREUTFywhUmW.jpg
1848;Jack Ryan de Tom Clancy [HDTV][1080p][Cap.401];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;FHD;Serie;;401;1848;magnet:?xt=urn:btih:c8b9d588275a4374bd7dd66981c089e6ee2829ee;c8b9d588275a4374bd7dd66981c089e6ee2829ee;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1849;Jack Ryan de Tom Clancy [HDTV][1080p][Cap.402];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;FHD;Serie;;402;1849;magnet:?xt=urn:btih:d8d60a62790e901b587bd84bd41429ae610fc6e8;d8d60a62790e901b587bd84bd41429ae610fc6e8;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1850;Jack Ryan de Tom Clancy [HDTV][1080p][Cap.404];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;FHD;Serie;;404;1850;magnet:?xt=urn:btih:49ba41e619331a7b75426c07e70de6772295172b;49ba41e619331a7b75426c07e70de6772295172b;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1851;Jack Ryan de Tom Clancy [HDTV][480p][Cap.401];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;SD;Serie;;401;1851;magnet:?xt=urn:btih:77a2357181b502e9c635820ff5ab1e0b231ed296;77a2357181b502e9c635820ff5ab1e0b231ed296;03cb2949be359b236c97bf9d41510b4ed1a6edc0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1852;Jack Ryan de Tom Clancy [HDTV][480p][Cap.402];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;SD;Serie;;402;1852;magnet:?xt=urn:btih:5959e38b9caf1d24da8db1db35415a2fa35c9c6a;5959e38b9caf1d24da8db1db35415a2fa35c9c6a;1e53b3367c6db21fca70b3cbf9e2d30fbf3b3e4b;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1853;Jack Ryan de Tom Clancy [HDTV][480p][Cap.403];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;SD;Serie;;403;1853;magnet:?xt=urn:btih:9afb1dc8d24593cf96e3fb06146c778a6b0deaf5;9afb1dc8d24593cf96e3fb06146c778a6b0deaf5;bcf4fed9b446a55daebc613c7bbe4c2bc89eb4e5;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1854;Jack Ryan de Tom Clancy [HDTV][480p][Cap.404];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;SD;Serie;;404;1854;magnet:?xt=urn:btih:4fda3b7c00c07e04730817183ff5c2013cfd5112;4fda3b7c00c07e04730817183ff5c2013cfd5112;a1851ecec2717c6bb3a01e2b99b58a1d1b70a38f;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1855;Jack Ryan de Tom Clancy [HDTV][720p][Cap.401];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;HD;Serie;;401;1855;magnet:?xt=urn:btih:9224f975869c3b9e0c6072f86ff21e420a5fa0cc;9224f975869c3b9e0c6072f86ff21e420a5fa0cc;72dc70595fc43795cc3b437abde10bfdb7956f4a;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1856;Jack Ryan de Tom Clancy [HDTV][720p][Cap.402];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;HD;Serie;;402;1856;magnet:?xt=urn:btih:e3fac395d152a4b0e75bfaa6165d2bf66db0394c;e3fac395d152a4b0e75bfaa6165d2bf66db0394c;e8ea2ff9d6c955ddeed495a27895a1029cc6d9eb;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1857;Jack Ryan de Tom Clancy [HDTV][720p][Cap.403];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;HD;Serie;;403;1857;magnet:?xt=urn:btih:222c793868c42229892a054cd3ab7354bf42e341;222c793868c42229892a054cd3ab7354bf42e341;b2faad19d37b6b998bb8b0c52d8aa838177e669a;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1858;Jack Ryan de Tom Clancy [HDTV][720p][Cap.404];Jack Ryan de Tom Clancy;Jack Ryan de Tom Clancy;;HDTV;HD;Serie;;404;1858;magnet:?xt=urn:btih:1035cf7134c6d6607551189a9ec24aed42bdb4c9;1035cf7134c6d6607551189a9ec24aed42bdb4c9;511a6c59beb59c7d5b8fdf25100f3c1f1230ab5a;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1859;Jack Ryan [2160p][Cap.401];Jack Ryan;Jack Ryan;;;4K;Serie;;401;1859;magnet:?xt=urn:btih:459620aab242891c3981fdebd00d6accf0407263;459620aab242891c3981fdebd00d6accf0407263;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1860;Jack Ryan [2160p][Cap.402];Jack Ryan;Jack Ryan;;;4K;Serie;;402;1860;magnet:?xt=urn:btih:50ad7f7923973706cf77d08d6425aca0593f3650;50ad7f7923973706cf77d08d6425aca0593f3650;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1861;Jack Ryan [2160p][Cap.403];Jack Ryan;Jack Ryan;;;4K;Serie;;403;1861;magnet:?xt=urn:btih:29220bca4fd7b44434f3430ace56877f223d470d;29220bca4fd7b44434f3430ace56877f223d470d;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1862;Jack Ryan [2160p][Cap.404];Jack Ryan;Jack Ryan;;;4K;Serie;;404;1862;magnet:?xt=urn:btih:d73f2150761b07b22d0cf33b2e10b2410d2f3b33;d73f2150761b07b22d0cf33b2e10b2410d2f3b33;ab6ed9205c8f9b4ab88e2507f81eb4f21be9a784;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1863;Jack Ryan [2160p][Cap.405];Jack Ryan;Jack Ryan;;;4K;Serie;;405;1863;magnet:?xt=urn:btih:dbf3381b44ae023bfdce539202ab6dcf8c9e5d16;dbf3381b44ae023bfdce539202ab6dcf8c9e5d16;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1864;Jack Ryan [2160p][Cap.406];Jack Ryan;Jack Ryan;;;4K;Serie;;406;1864;magnet:?xt=urn:btih:75dc9b0a7e15d142b6828ec3c6ee0b79f74b59c9;75dc9b0a7e15d142b6828ec3c6ee0b79f74b59c9;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1865;Jack Ryan [HDTV][1080p][Cap.405];Jack Ryan;Jack Ryan;;HDTV;FHD;Serie;;405;1865;magnet:?xt=urn:btih:5af8750b172a68a2e921539a6ef7ae40c6c2caa8;5af8750b172a68a2e921539a6ef7ae40c6c2caa8;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1866;Jack Ryan [HDTV][1080p][Cap.406];Jack Ryan;Jack Ryan;;HDTV;FHD;Serie;;406;1866;magnet:?xt=urn:btih:f436bb40b68f360aecf6fc8357412f298e2debef;f436bb40b68f360aecf6fc8357412f298e2debef;0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1867;Jack Ryan [HDTV][480p][Cap.405];Jack Ryan;Jack Ryan;;HDTV;SD;Serie;;405;1867;magnet:?xt=urn:btih:36ac3cb0288dfc30b9c5b133bca3bbd0f5272f3d;36ac3cb0288dfc30b9c5b133bca3bbd0f5272f3d;5b7e8974c0637c44c7e23ef0856fe4181854d841;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1868;Jack Ryan [HDTV][480p][Cap.406];Jack Ryan;Jack Ryan;;HDTV;SD;Serie;;406;1868;magnet:?xt=urn:btih:1f2141f86b100ddbbf0d2dcab30cc8ce1dad417f;1f2141f86b100ddbbf0d2dcab30cc8ce1dad417f;e66070486fc7fdcc3d975ec3d809e6725cc89801;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1869;Jack Ryan [HDTV][720p][Cap.405];Jack Ryan;Jack Ryan;;HDTV;HD;Serie;;405;1869;magnet:?xt=urn:btih:ef1787180ffb99d722562cb158010330efa083c9;ef1787180ffb99d722562cb158010330efa083c9;55055ae84b72f7553365f419bf07eb5f9fdb9c59;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1870;Jack Ryan [HDTV][720p][Cap.406];Jack Ryan;Jack Ryan;;HDTV;HD;Serie;;406;1870;magnet:?xt=urn:btih:02c07118ed5af9583c6db9181b937e4763b63403;02c07118ed5af9583c6db9181b937e4763b63403;14ed50c7827eba3f54af90cc8069a4871da6b2c0;7.7;https://image.tmdb.org/t/p/w185/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg
1871;Jagun Jagun (2023) [Bluray][480p][Esp];Jagun Jagun (2023);Jagun Jagun;2023;Bluray;SD;Pelicula;Castellano;;1871;magnet:?xt=urn:btih:b45211d046a9c0da8160188d32a4e05a863068ed;b45211d046a9c0da8160188d32a4e05a863068ed;55dfdcd192444fd9fcba3592f77ad23370c306e2;6.5;https://image.tmdb.org/t/p/w185/n0GXumEMtwgYj2M3YW4Iu0veYJg.jpg
1872;Jagun Jagun (2023) [Bluray][720p][Esp];Jagun Jagun (2023);Jagun Jagun;2023;Bluray;HD;Pelicula;Castellano;;1872;magnet:?xt=urn:btih:85f8ebb7eb52051c68eb561e4f61ab3af590ef6d;85f8ebb7eb52051c68eb561e4f61ab3af590ef6d;f927f0f5a47786e2d02a64c96d868bfe1c49a33c;6.5;https://image.tmdb.org/t/p/w185/n0GXumEMtwgYj2M3YW4Iu0veYJg.jpg
1873;Jeepers Creepers El renacer (2022) [2160p][Esp];Jeepers Creepers El renacer (2022);Jeepers Creepers El renacer;2022;;4K;Pelicula;Castellano;;1873;magnet:?xt=urn:btih:f308c8ac06fc31024060e98768dc5be0ebce484b;f308c8ac06fc31024060e98768dc5be0ebce484b;60037376409912c680744b350b2a00669b184d2b;5.6;https://image.tmdb.org/t/p/w185/kPlknIjzXkmhmR24NfXa4ECc5Wm.jpg
1874;Jeepers Creepers El renacer (2022) [Bluray][1080p][Esp];Jeepers Creepers El renacer (2022);Jeepers Creepers El renacer;2022;Bluray;FHD;Pelicula;Castellano;;1874;magnet:?xt=urn:btih:113536ec8c7d4a8b01bff6213b67878a716f4518;113536ec8c7d4a8b01bff6213b67878a716f4518;48a497b5c8ddec735eb07b23f573fc1e0ee8b9e5;5.6;https://image.tmdb.org/t/p/w185/kPlknIjzXkmhmR24NfXa4ECc5Wm.jpg
1875;Jeepers Creepers El renacer (2022) [Bluray][480p][Esp];Jeepers Creepers El renacer (2022);Jeepers Creepers El renacer;2022;Bluray;SD;Pelicula;Castellano;;1875;magnet:?xt=urn:btih:fa93d61601974bad1e5fe534decf6ddba0040b7a;fa93d61601974bad1e5fe534decf6ddba0040b7a;bc778739b92d604edbb50375f7d3937f704eca45;5.6;https://image.tmdb.org/t/p/w185/kPlknIjzXkmhmR24NfXa4ECc5Wm.jpg
1876;Jeepers Creepers El renacer (2022) [Bluray][720p][Esp];Jeepers Creepers El renacer (2022);Jeepers Creepers El renacer;2022;Bluray;HD;Pelicula;Castellano;;1876;magnet:?xt=urn:btih:d27a41ec96bb213087b3578a94bb616961f22833;d27a41ec96bb213087b3578a94bb616961f22833;d3268d8be4cdc6a3a27fed48563e454c6bba62c5;5.6;https://image.tmdb.org/t/p/w185/kPlknIjzXkmhmR24NfXa4ECc5Wm.jpg
1877;Jesus Revolution (2023) [2160p][Esp];Jesus Revolution (2023);Jesus Revolution;2023;;4K;Pelicula;Castellano;;1877;magnet:?xt=urn:btih:8b6eeeadc02a617b90f9c196fe47692d11cbc35d;8b6eeeadc02a617b90f9c196fe47692d11cbc35d;192fd1eb4790f9b3e71c96ee1a901f128535620b;7.0;https://image.tmdb.org/t/p/w185/ajQaw8mMCU30OR3y2eeHrLLxzpr.jpg
1878;Jesus Revolution (2023) [Bluray][1080p][Esp];Jesus Revolution (2023);Jesus Revolution;2023;Bluray;FHD;Pelicula;Castellano;;1878;magnet:?xt=urn:btih:b5e4c25ee7f34a4bd85fb02588e951286c5af193;b5e4c25ee7f34a4bd85fb02588e951286c5af193;a29b2a848083320b100cbb3fcf8fdaab3638b678;7.0;https://image.tmdb.org/t/p/w185/ajQaw8mMCU30OR3y2eeHrLLxzpr.jpg
1879;Jesus Revolution (2023) [Bluray][480p][Esp];Jesus Revolution (2023);Jesus Revolution;2023;Bluray;SD;Pelicula;Castellano;;1879;magnet:?xt=urn:btih:4bb9e3bb19af7928dda48d2a50fee352fa6a8d72;4bb9e3bb19af7928dda48d2a50fee352fa6a8d72;0e8e3b664825f24e9d28ab04d8fff458c923d37d;7.0;https://image.tmdb.org/t/p/w185/ajQaw8mMCU30OR3y2eeHrLLxzpr.jpg
1880;Jesus Revolution (2023) [Bluray][720p][Esp];Jesus Revolution (2023);Jesus Revolution;2023;Bluray;HD;Pelicula;Castellano;;1880;magnet:?xt=urn:btih:32dded850d6c6c7a1af291e9a69fcacda58a9836;32dded850d6c6c7a1af291e9a69fcacda58a9836;4459fc8000fc28b907f41ac1858dc3ee4a11a697;7.0;https://image.tmdb.org/t/p/w185/ajQaw8mMCU30OR3y2eeHrLLxzpr.jpg
1881;Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu s1e4;Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu s1e4;Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu s1e4;;;;Pelicula;;;1881;magnet:?xt=urn:btih:cf1c0cf106dede0af51c1fce6e23e37439ddd714;cf1c0cf106dede0af51c1fce6e23e37439ddd714;0;;
1882;Jidou Hanbaiki ni Umarekawatta Ore wa s1e1;Jidou Hanbaiki ni Umarekawatta Ore wa s1e1;Jidou Hanbaiki ni Umarekawatta Ore wa s1e1;;;;Pelicula;;;1882;magnet:?xt=urn:btih:dbb31ee14944568de62afc88ea4c4dffcde8f1f9;dbb31ee14944568de62afc88ea4c4dffcde8f1f9;0;;
1883;Jidou Hanbaiki ni Umarekawatta s1e2;Jidou Hanbaiki ni Umarekawatta s1e2;Jidou Hanbaiki ni Umarekawatta s1e2;;;;Pelicula;;;1883;magnet:?xt=urn:btih:f54a6b7e200f348b8ebfed40a9d2af21d9b51a8b;f54a6b7e200f348b8ebfed40a9d2af21d9b51a8b;0;;
1884;Jidou Hanbaiki ni Umarekawatta s1e3;Jidou Hanbaiki ni Umarekawatta s1e3;Jidou Hanbaiki ni Umarekawatta s1e3;;;;Pelicula;;;1884;magnet:?xt=urn:btih:89c46b5a1f2f45674f28622baff0688ced361d0a;89c46b5a1f2f45674f28622baff0688ced361d0a;0;;
1885;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_6;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_6;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_6;;;;Pelicula;;;1885;magnet:?xt=urn:btih:da8a72178e22130118db15a9d9b3920219722917;da8a72178e22130118db15a9d9b3920219722917;0;;
1886;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_8;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_8;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_8;;;;Pelicula;;;1886;magnet:?xt=urn:btih:d0982257a11f622607a610c7c212671ba61928b6;d0982257a11f622607a610c7c212671ba61928b6;0;;
1887;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_9;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_9;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_-_9;;;;Pelicula;;;1887;magnet:?xt=urn:btih:8b848ea2d6956f6c82445864ced387a960c5a486;8b848ea2d6956f6c82445864ced387a960c5a486;0;;
1888;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_episodio_5_;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_episodio_5_;Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou_episodio_5_;;;;Pelicula;;;1888;magnet:?xt=urn:btih:87b00e86426fc9f3ff04256a6cf073a55edde6bf;87b00e86426fc9f3ff04256a6cf073a55edde6bf;63bcbc2da8b3718d18e1a74b557c6af567cc725e;;
1889;Jose 1x01;Jose 1x01;Jose 1x01;;;;Pelicula;;;1889;magnet:?xt=urn:btih:9318a2a1a4981e09fc905e46a5828c7e78555255;9318a2a1a4981e09fc905e46a5828c7e78555255;6480939006e67b40ba36945124950f83017a352e;;
1890;Jose Mota Live Show - Programa 4 ;Jose Mota Live Show - Programa 4;Jose Mota Live Show - Programa 4;;;;Pelicula;;;1890;magnet:?xt=urn:btih:a96aad07713da8c6fc03ea236dfaa90c76043c4e;a96aad07713da8c6fc03ea236dfaa90c76043c4e;553a9a7622bfeeecee7d71dec9956ae0c19da555;;
1891;Jose Mota Live Show - Programa 5;Jose Mota Live Show - Programa 5;Jose Mota Live Show - Programa 5;;;;Pelicula;;;1891;magnet:?xt=urn:btih:e7bd1676a838b5dbf7aabec28d6ca5ac3fa017c2;e7bd1676a838b5dbf7aabec28d6ca5ac3fa017c2;25eb42489e59dc675d3b7163ce825f8a4b406507;;
1892;jqn.2x03.m[720p]p.es;jqn.2x03.m;jqn.2x03.m;;;HD;Pelicula;;;1892;magnet:?xt=urn:btih:b3f33dbd803e25852241c3381fa58caa509b2ffd;b3f33dbd803e25852241c3381fa58caa509b2ffd;0;;
1893;jqn.nvt.2x01.m[720p]p.es;jqn.nvt.2x01.m;jqn.nvt.2x01.m;;;HD;Pelicula;;;1893;magnet:?xt=urn:btih:6db230580101e5d8394e570d1fbb1e7e8e077623;6db230580101e5d8394e570d1fbb1e7e8e077623;0;;
1894;Juan Carlos La caida del rey putero [HDTV][480p][Cap.101];Juan Carlos La caida del rey putero;Juan Carlos La caida del rey putero;;HDTV;SD;Serie;;101;1894;magnet:?xt=urn:btih:67299884498fa2be3bb83aff1c5ecd089a96df48;67299884498fa2be3bb83aff1c5ecd089a96df48;0;;
1895;Juan Carlos La caida del rey putero [HDTV][480p][Cap.102];Juan Carlos La caida del rey putero;Juan Carlos La caida del rey putero;;HDTV;SD;Serie;;102;1895;magnet:?xt=urn:btih:b0ffcc9234a39a98652a219aab7cd005ab2429dc;b0ffcc9234a39a98652a219aab7cd005ab2429dc;0;;
1896;Juan Carlos La caida del rey putero [HDTV][480p][Cap.104];Juan Carlos La caida del rey putero;Juan Carlos La caida del rey putero;;HDTV;SD;Serie;;104;1896;magnet:?xt=urn:btih:0ca6df2092467d57961cd6cd2f7b6c673a54609c;0ca6df2092467d57961cd6cd2f7b6c673a54609c;0;;
1897;Juego de amor (2022) [Bluray][480p][Esp];Juego de amor (2022);Juego de amor;2022;Bluray;SD;Pelicula;Castellano;;1897;magnet:?xt=urn:btih:a86a4f43bdbd424cfb8fb6e5ad79181ca3ac395a;a86a4f43bdbd424cfb8fb6e5ad79181ca3ac395a;51bceb6a52c4a8506f05fbe3f15b953ab00a090d;6.3;https://image.tmdb.org/t/p/w185/yKM4TTEiYeVQs9qAti57z6YpOlx.jpg
1898;Juego de amor (2022) [Bluray][720p][Esp];Juego de amor (2022);Juego de amor;2022;Bluray;HD;Pelicula;Castellano;;1898;magnet:?xt=urn:btih:c587956e40cbf658d7349f54dfec4440861efcac;c587956e40cbf658d7349f54dfec4440861efcac;eeed77aeac9bcf57eeb335ebae3d6017b587922d;6.3;https://image.tmdb.org/t/p/w185/yKM4TTEiYeVQs9qAti57z6YpOlx.jpg
1899;Jugando con fuegos [HDTV][1080p][Cap.101];Jugando con fuegos;Jugando con fuegos;;HDTV;FHD;Serie;;101;1899;magnet:?xt=urn:btih:9d69396c72247ca6ecdaf99373b9c8b36ba5da85;9d69396c72247ca6ecdaf99373b9c8b36ba5da85;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1900;Jugando con fuegos [HDTV][1080p][Cap.102];Jugando con fuegos;Jugando con fuegos;;HDTV;FHD;Serie;;102;1900;magnet:?xt=urn:btih:fc0db5581f9b5935ccff010844726f3e7b9c233b;fc0db5581f9b5935ccff010844726f3e7b9c233b;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1901;Jugando con fuegos [HDTV][1080p][Cap.103];Jugando con fuegos;Jugando con fuegos;;HDTV;FHD;Serie;;103;1901;magnet:?xt=urn:btih:c6b25ea0e84bc2dbd75c1854da92cdc67915cc50;c6b25ea0e84bc2dbd75c1854da92cdc67915cc50;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1902;Jugando con fuegos [HDTV][1080p][Cap.104];Jugando con fuegos;Jugando con fuegos;;HDTV;FHD;Serie;;104;1902;magnet:?xt=urn:btih:ac2b946c95b073ea669b16e15f8c1281d4cef5bc;ac2b946c95b073ea669b16e15f8c1281d4cef5bc;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1903;Jugando con fuegos [HDTV][1080p][Cap.105];Jugando con fuegos;Jugando con fuegos;;HDTV;FHD;Serie;;105;1903;magnet:?xt=urn:btih:fbbe2145ca2e0f810c82d00f8b079ec519f6aea6;fbbe2145ca2e0f810c82d00f8b079ec519f6aea6;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1904;Jugando con fuegos [HDTV][1080p][Cap.106];Jugando con fuegos;Jugando con fuegos;;HDTV;FHD;Serie;;106;1904;magnet:?xt=urn:btih:ce9afaab34f08ff62c634b8d73b3d1f19077b086;ce9afaab34f08ff62c634b8d73b3d1f19077b086;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1905;Jugando con fuegos [HDTV][480p][Cap.101];Jugando con fuegos;Jugando con fuegos;;HDTV;SD;Serie;;101;1905;magnet:?xt=urn:btih:7e46c1746049fb1f421acab60910a6d0c71463f9;7e46c1746049fb1f421acab60910a6d0c71463f9;fe473a3dafb5aeb90cbefcc8fe62978082fb625c;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1906;Jugando con fuegos [HDTV][480p][Cap.102];Jugando con fuegos;Jugando con fuegos;;HDTV;SD;Serie;;102;1906;magnet:?xt=urn:btih:e6fe4e276b57aba4221537e47c56e49d42fc9e93;e6fe4e276b57aba4221537e47c56e49d42fc9e93;caed015aaad23be12a471d4a5b1da9066fc60f8c;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1907;Jugando con fuegos [HDTV][480p][Cap.103];Jugando con fuegos;Jugando con fuegos;;HDTV;SD;Serie;;103;1907;magnet:?xt=urn:btih:569efcd0c9840447e4cf8611dfa520762b6d9517;569efcd0c9840447e4cf8611dfa520762b6d9517;0acc9c02fd353f22f3e38e8b1a51cad402d941f9;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1908;Jugando con fuegos [HDTV][480p][Cap.104];Jugando con fuegos;Jugando con fuegos;;HDTV;SD;Serie;;104;1908;magnet:?xt=urn:btih:f27471cbe9c63e5ccdc8da3cfa98385dbcd94eae;f27471cbe9c63e5ccdc8da3cfa98385dbcd94eae;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1909;Jugando con fuegos [HDTV][480p][Cap.105];Jugando con fuegos;Jugando con fuegos;;HDTV;SD;Serie;;105;1909;magnet:?xt=urn:btih:7eec50ca5d64103e9b4e44a4d06155d1516eb87c;7eec50ca5d64103e9b4e44a4d06155d1516eb87c;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1910;Jugando con fuegos [HDTV][480p][Cap.106];Jugando con fuegos;Jugando con fuegos;;HDTV;SD;Serie;;106;1910;magnet:?xt=urn:btih:50bcada4a60224a338144cb3ea92ab90eaa4dc25;50bcada4a60224a338144cb3ea92ab90eaa4dc25;71cdaba3bbfdfb30b64fa6137a49739288ab6b56;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
